,Penman,FAO-56,Priestley-Taylor,Kimberly-Penman,Thom-Oliver,Blaney-Criddle,Hamon,Romanenko,Linacre,Haude,Turc,Jensen-Haise,Mcguinness-Bordne,Hargreaves,FAO-24,Abtew,Makkink,Oudin
1996-01-11,0.0,0.014753040576029063,0.0,0.0,0.007012972323821046,0.0,0.2066679960084217,0.03493652516129078,0.4310701677902303,0.01393417250288973,0.014951778603921566,0.01196176430134132,0.11124419541513396,0.08406313139491131,0.0,0.07684527369346546,0.03810270448987049,0.07567632341165575
1996-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.20347314358904375,0.03249791999999994,0.39041675321381775,0.012369511028879012,0.0,0.006759699348247805,0.10303594949501539,0.05287077819579469,0.0,0.05118058077959052,0.02489256992578969,0.07009248264967033
1996-01-13,0.0,0.011720781356898195,0.0,0.0,0.004475578513153113,0.0,0.22268720128568603,0.03454141935483864,0.6148445397983265,0.013138802392157856,0.0472117607,0.013586596543158098,0.13200842771952281,0.08186132124949526,0.0,0.07200896167873791,0.03666111883142836,0.08980165150987947
1996-01-14,0.015369836259602827,0.019195017735740838,0.012745810474613876,0.012091213178661485,0.017307799757174495,0.0,0.21671612658776496,0.03159153870967734,0.40272449652297815,0.01250978544725575,0.015975134933333333,0.01750907704089087,0.11936886975771582,0.07811778451517679,0.0,0.11248255553542014,0.05577297558894648,0.08120331276035091
1996-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.20327661336579944,0.027425032258064436,0.25944930350043344,0.010826621624403832,0.0,0.00608302198524304,0.09221839926280245,0.07170367070111375,0.0,0.06448003304357622,0.030386960890308144,0.06273360494068193
1996-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.19673934955868397,0.024689589677419268,0.20480945671542833,0.00948322895770517,0.0,0.003207344832439464,0.07558936951799473,0.05289154120037409,0.0,0.05666309203976387,0.025851298297571493,0.05142133980815968
1996-01-17,0.023425517978620004,0.023877621881898126,0.02266608339676838,0.020498548571650673,0.01973062215887851,0.0,0.20265374117131488,0.02416329290322615,0.2238023414874423,0.009889189349130512,0.0,0.008486262413078111,0.08240252486206957,0.10094132467818916,0.0,0.12850625939803997,0.05911013278849266,0.05605613936195209
1996-01-18,0.01850037222553679,0.019239488893446635,0.018018759475041366,0.01605985123046155,0.016672222149400846,0.0,0.19144486577349576,0.020890056774193852,0.13123219841854694,0.008698659949636168,0.0,0.0011607064381761328,0.054655492557330564,0.10591802204290961,0.0,0.12303488244666998,0.05383619190677366,0.03718060718185753
1996-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.19487506861942766,0.020031561290322877,0.031551038998257,0.008219020855923076,0.0,0.0005519995367702202,0.05610861151017672,0.08030541922756843,0.0,0.05851195089764329,0.02560298798782248,0.03816912347631069
1996-01-20,0.03334772986669381,0.029559751222112376,0.03788303626908614,0.031207827634657744,0.02841077276788294,0.0,0.1864852019064881,0.017484665806451877,0.0,0.008042738483117085,0.0,0.0,0.03139890863296501,0.10252902633778663,0.0,0.15591043692204035,0.06534070537946181,0.021359801791132664
1996-01-21,0.008575303141859152,0.01066271393022224,0.00695232771950704,0.006698828340835551,0.009252115531600404,0.0,0.17739111219952874,0.015013532903225718,0.0,0.006235641787974345,0.0,0.0,0.002684995823986378,0.06637269554323827,0.0,0.10692100821593391,0.04266378872381934,0.001826527771419305
1996-01-22,0.022153190751497093,0.020201959637998073,0.02398246444919052,0.020275006885485274,0.01844779852063299,0.0,0.19105326787792049,0.01561993548387086,0.0,0.006217762297710667,0.0,0.0,0.027610873017712787,0.06530709251957686,0.0,0.13406839586941594,0.05569483139252227,0.018782906814770604
1996-01-23,0.02273037641281565,0.02048950012527583,0.024966240718748776,0.020941916701041258,0.01897742652317492,0.0,0.19463326287168967,0.014851741935483756,0.0,0.005956479812973503,0.0,0.0,0.02837558379118954,0.06126809724709906,0.0,0.13566444820119472,0.05635786509957612,0.019303118225299006
1996-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.17847197046296137,0.011895648387096674,0.0,0.005606179120886529,0.0,0.0,0.0,0.1031401330277573,0.0,0.3654437296757866,0.14055697241849952,0.0
1996-01-25,0.06681142518027494,0.04382998537585952,0.08008227098862827,0.0651207886470749,0.040576449197654595,0.0,0.181867207952084,0.01124679483870987,0.0,0.004915635103647398,0.0,0.0,0.0,0.08213331177275385,0.0,0.23454870606890704,0.09021212660830193,0.0
1996-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.16680655413433904,0.008813171612903133,0.0,0.0046320407707446005,0.0,0.0,0.0,0.09748319036610001,0.0,0.45804641656839945,0.1624457218507452,0.0
1996-01-27,0.008719307471434153,0.008643166492095813,0.00839194689066134,0.0075719178323907475,0.007087911837973039,0.0,0.1438093445044295,0.0059298154838710775,0.0,0.0035637731491850342,0.0,0.0,0.0,0.08320247744685733,0.0,0.34187398590353685,0.1056876304013805,0.0
1996-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.2023545818714784,0.010087217419355032,0.03842517332740143,0.004758296912218208,0.0,0.0,0.0032574942139667992,0.1788544394176564,0.0,0.6034810030483145,0.24080193820184112,0.002215982458480816
1996-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.243865955849155,0.012073703225806691,0.04174694096369209,0.005242934475118555,0.0,0.028464514042846317,0.09404176846548137,0.14433734175532442,0.0,0.7543096221354275,0.338492556634086,0.0639739921533887
1996-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.22235285176925706,0.009474387096774036,0.16585513086590556,0.004312369441247366,0.0,0.0,0.034483894206137754,0.1997892607472268,0.0,0.6033077814123718,0.25062674126635026,0.023458431432746774
1996-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.20400578619208853,0.007353673548387555,0.0,0.0038186791381189743,0.0,0.0,0.0,0.1572146954818266,0.0,0.8580643054762862,0.33002870517200844,0.0
1996-02-01,0.0560128649497102,0.03381245882191597,0.06811633140734712,0.05504092839715862,0.03166651078200768,0.0,0.2158652395319006,0.007128179999999849,0.1259058720263586,0.003280387584707034,0.0,0.0,0.0,0.2009133369567802,0.0,0.36033505381189357,0.1424782444495039,0.0
1996-02-02,0.02477703287814586,0.029941570722676347,0.020766536796647472,0.01940619026582884,0.02757251078120615,0.0,0.22282158556666123,0.043633080000000046,0.0,0.019829872401890936,0.0,0.0,0.0037480551896110674,0.14152729657138788,0.0,0.43839132132854153,0.1749275939649212,0.002549697407898685
1996-02-03,0.08122596896620114,0.05548599602834352,0.09742302487975389,0.07912640650060056,0.05173607728659602,0.0,0.22160316970882146,0.014578685217391345,0.0,0.006496152386095933,0.0,0.0,0.0,0.12382235898768428,0.0,0.2617365899754738,0.10254810578146874,0.0
1996-02-04,0.11255194139797417,0.42126774969012915,0.0,0.006651585553743705,0.22724751844041,0.0,0.1958980509467332,0.5687484218181816,0.0,0.2944540188162674,0.0,0.0,0.0,0.13234928471991778,0.0,0.7036807017036825,0.24712226151680042,0.0
1996-02-05,0.0,0.19184238632003198,0.0,0.0,0.08360876192524347,0.0,0.15109063331550918,0.27018327599999986,0.0,0.19886833943306592,0.0,0.0,0.0,0.09344774579651051,0.0,1.0100549576032367,0.28015685597106443,0.0
1996-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1820962831925813,0.14698944000000003,0.0,0.09044305075291596,0.0,0.0,0.0,0.13764139575876494,0.0,0.9451551355516387,0.3030810843136946,0.0
1996-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.19506891889480066,0.1732102399999998,0.0,0.0979162393640303,0.0,0.0,0.0,0.14880762693513797,0.0,0.935722720689916,0.3126067465851425,0.0
1996-02-08,0.06823844764215979,0.06736740314613562,0.06511073152045432,0.059236441760579475,0.05421836697810119,0.0,0.18231281938630836,0.04778999999999995,0.0,0.02521399286599103,0.0,0.0,0.0,0.08155626652838294,0.0,0.4913197682018213,0.1526905304887392,0.0
1996-02-09,0.044634856813652486,0.04087859162501982,0.04764217146244404,0.04037921923535296,0.03724196741625953,0.0,0.17358049692746533,0.024510068571428616,0.0,0.01459334574155047,0.0,0.0,0.0,0.11222922574016557,0.0,0.5622363121724374,0.16475442750035127,0.0
1996-02-10,0.10150693446765241,0.17954681123713206,0.030828446581008803,0.06439128034155817,0.11146637826798983,0.0,0.22671608188756295,0.2244035127272725,0.0,0.10328084879584366,0.0,0.0,0.0,0.15427640858983238,0.0,0.6421728875127292,0.23109903427991882,0.0
1996-02-11,0.14853406067195182,0.2734906469335048,0.03494594817368414,0.0915129995859786,0.16549451554185507,0.0,0.2398200549132454,0.33164024999999986,0.0,0.14289597187368877,0.0,0.0,0.0,0.09290691908528714,0.0,0.6658882630035251,0.24664665902951424,0.0
1996-02-12,0.07354552301296496,0.04516279493957867,0.09266735899633588,0.07354552301296498,0.04432725954851154,0.0,0.25053705299653917,0.0,0.0,0.0,0.0,0.0,0.0,0.1307721196736566,0.0,0.5905889956917824,0.22293975757036247,0.0
1996-02-13,0.09776905289434952,0.07168838815569661,0.10999309165999027,0.0923795279990959,0.062133504970369124,0.0,0.22413467026786263,0.02988423529411777,0.0,0.015495102671354163,0.0,0.0,0.0,0.14199395999722572,0.0,0.5549063979029664,0.1891556993856173,0.0
